TaskNum,Block,Scen,altern,Option1,Option2,Option3,Option4,Choice,Scale,PersonID,TRT,TSugar,price,Gene,FullFlav,cset,opt
5,1,5,4,0,0,0,1,0,8,2243,4,0,0,0,0,4,1
6,1,6,1,1,0,0,0,0,8,2243,4,12,3.49,1,0,4,0
6,1,6,2,0,1,0,0,0,8,2243,4,25,3.49,1,0,4,0
6,1,6,3,0,0,1,0,1,8,2243,4,25,2.49,1,1,4,0
6,1,6,4,0,0,0,1,0,8,2243,4,0,0,0,0,4,1
1,1,1,1,1,0,0,0,1,9,2244,4,25,3.49,0,1,4,0
1,1,1,2,0,1,0,0,0,9,2244,4,12,2.99,0,1,4,0
1,1,1,3,0,0,1,0,0,9,2244,4,25,2.49,0,1,4,0
1,1,1,4,0,0,0,1,0,9,2244,4,0,0,0,0,4,1
2,1,2,1,1,0,0,0,1,9,2244,4,12,3.49,0,0,4,0
2,1,2,2,0,1,0,0,0,9,2244,4,25,3.49,1,1,4,0
2,1,2,3,0,0,1,0,0,9,2244,4,12,2.49,1,1,4,0
2,1,2,4,0,0,0,1,0,9,2244,4,0,0,0,0,4,1
3,1,3,1,1,0,0,0,1,9,2244,4,25,2.99,0,1,4,0
3,1,3,2,0,1,0,0,0,9,2244,4,25,2.49,1,0,4,0
3,1,3,3,0,0,1,0,0,9,2244,4,25,2.99,0,0,4,0
3,1,3,4,0,0,0,1,0,9,2244,4,0,0,0,0,4,1
4,1,4,1,1,0,0,0,1,9,2244,4,12,2.49,1,0,4,0
4,1,4,2,0,1,0,0,0,9,2244,4,25,2.99,0,0,4,0
4,1,4,3,0,0,1,0,0,9,2244,4,12,3.49,0,0,4,0
4,1,4,4,0,0,0,1,0,9,2244,4,0,0,0,0,4,1
5,1,5,1,1,0,0,0,1,9,2244,4,25,2.49,1,1,4,0
5,1,5,2,0,1,0,0,0,9,2244,4,12,3.49,1,1,4,0
5,1,5,3,0,0,1,0,0,9,2244,4,12,2.99,1,0,4,0
5,1,5,4,0,0,0,1,0,9,2244,4,0,0,0,0,4,1
6,1,6,1,1,0,0,0,0,9,2244,4,12,3.49,1,0,4,0
6,1,6,2,0,1,0,0,0,9,2244,4,25,3.49,1,0,4,0
6,1,6,3,0,0,1,0,1,9,2244,4,25,2.49,1,1,4,0
6,1,6,4,0,0,0,1,0,9,2244,4,0,0,0,0,4,1
7,2,1,1,1,0,0,0,1,10,2245,4,25,2.49,0,0,4,0
7,2,1,2,0,1,0,0,0,10,2245,4,12,2.49,0,0,4,0
7,2,1,3,0,0,1,0,0,10,2245,4,12,3.49,1,1,4,0
7,2,1,4,0,0,0,1,0,10,2245,4,0,0,0,0,4,1
8,2,2,1,1,0,0,0,1,10,2245,4,25,3.49,1,1,4,0
8,2,2,2,0,1,0,0,0,10,2245,4,12,2.49,1,0,4,0
8,2,2,3,0,0,1,0,0,10,2245,4,25,2.99,0,1,4,0
8,2,2,4,0,0,0,1,0,10,2245,4,0,0,0,0,4,1
9,2,3,1,1,0,0,0,0,10,2245,4,25,2.99,1,0,4,0
9,2,3,2,0,1,0,0,0,10,2245,4,25,2.99,0,1,4,0
9,2,3,3,0,0,1,0,1,10,2245,4,25,3.49,0,1,4,0
9,2,3,4,0,0,0,1,0,10,2245,4,0,0,0,0,4,1
10,2,4,1,1,0,0,0,1,10,2245,4,12,2.49,0,1,4,0
10,2,4,2,0,1,0,0,0,10,2245,4,12,2.99,1,0,4,0
10,2,4,3,0,0,1,0,0,10,2245,4,12,3.49,0,1,4,0
10,2,4,4,0,0,0,1,0,10,2245,4,0,0,0,0,4,1
11,2,5,1,1,0,0,0,1,10,2245,4,12,2.49,0,0,4,0
11,2,5,2,0,1,0,0,0,10,2245,4,12,3.49,0,0,4,0
11,2,5,3,0,0,1,0,0,10,2245,4,25,2.49,1,0,4,0
11,2,5,4,0,0,0,1,0,10,2245,4,0,0,0,0,4,1
12,2,6,1,1,0,0,0,1,10,2245,4,12,2.49,1,1,4,0
12,2,6,2,0,1,0,0,0,10,2245,4,12,2.49,0,1,4,0
12,2,6,3,0,0,1,0,0,10,2245,4,25,3.49,1,0,4,0
12,2,6,4,0,0,0,1,0,10,2245,4,0,0,0,0,4,1
7,2,1,1,1,0,0,0,1,10,2246,4,25,2.49,0,0,4,0
7,2,1,2,0,1,0,0,0,10,2246,4,12,2.49,0,0,4,0
7,2,1,3,0,0,1,0,0,10,2246,4,12,3.49,1,1,4,0
7,2,1,4,0,0,0,1,0,10,2246,4,0,0,0,0,4,1
8,2,2,1,1,0,0,0,1,10,2246,4,25,3.49,1,1,4,0
8,2,2,2,0,1,0,0,0,10,2246,4,12,2.49,1,0,4,0
8,2,2,3,0,0,1,0,0,10,2246,4,25,2.99,0,1,4,0
8,2,2,4,0,0,0,1,0,10,2246,4,0,0,0,0,4,1
9,2,3,1,1,0,0,0,1,10,2246,4,25,2.99,1,0,4,0
9,2,3,2,0,1,0,0,0,10,2246,4,25,2.99,0,1,4,0
9,2,3,3,0,0,1,0,0,10,2246,4,25,3.49,0,1,4,0
9,2,3,4,0,0,0,1,0,10,2246,4,0,0,0,0,4,1
10,2,4,1,1,0,0,0,1,10,2246,4,12,2.49,0,1,4,0
10,2,4,2,0,1,0,0,0,10,2246,4,12,2.99,1,0,4,0
10,2,4,3,0,0,1,0,0,10,2246,4,12,3.49,0,1,4,0
10,2,4,4,0,0,0,1,0,10,2246,4,0,0,0,0,4,1
11,2,5,1,1,0,0,0,1,10,2246,4,12,2.49,0,0,4,0
11,2,5,2,0,1,0,0,0,10,2246,4,12,3.49,0,0,4,0
11,2,5,3,0,0,1,0,0,10,2246,4,25,2.49,1,0,4,0
11,2,5,4,0,0,0,1,0,10,2246,4,0,0,0,0,4,1
12,2,6,1,1,0,0,0,1,10,2246,4,12,2.49,1,1,4,0
12,2,6,2,0,1,0,0,0,10,2246,4,12,2.49,0,1,4,0
12,2,6,3,0,0,1,0,0,10,2246,4,25,3.49,1,0,4,0
12,2,6,4,0,0,0,1,0,10,2246,4,0,0,0,0,4,1
1,1,1,1,1,0,0,0,1,9,2247,4,25,3.49,0,1,4,0
1,1,1,2,0,1,0,0,0,9,2247,4,12,2.99,0,1,4,0
1,1,1,3,0,0,1,0,0,9,2247,4,25,2.49,0,1,4,0
1,1,1,4,0,0,0,1,0,9,2247,4,0,0,0,0,4,1
2,1,2,1,1,0,0,0,1,9,2247,4,12,3.49,0,0,4,0
2,1,2,2,0,1,0,0,0,9,2247,4,25,3.49,1,1,4,0
2,1,2,3,0,0,1,0,0,9,2247,4,12,2.49,1,1,4,0
2,1,2,4,0,0,0,1,0,9,2247,4,0,0,0,0,4,1
3,1,3,1,1,0,0,0,1,9,2247,4,25,2.99,0,1,4,0
3,1,3,2,0,1,0,0,0,9,2247,4,25,2.49,1,0,4,0
3,1,3,3,0,0,1,0,0,9,2247,4,25,2.99,0,0,4,0
3,1,3,4,0,0,0,1,0,9,2247,4,0,0,0,0,4,1
4,1,4,1,1,0,0,0,1,9,2247,4,12,2.49,1,0,4,0
4,1,4,2,0,1,0,0,0,9,2247,4,25,2.99,0,0,4,0
4,1,4,3,0,0,1,0,0,9,2247,4,12,3.49,0,0,4,0
4,1,4,4,0,0,0,1,0,9,2247,4,0,0,0,0,4,1
5,1,5,1,1,0,0,0,1,9,2247,4,25,2.49,1,1,4,0
5,1,5,2,0,1,0,0,0,9,2247,4,12,3.49,1,1,4,0
5,1,5,3,0,0,1,0,0,9,2247,4,12,2.99,1,0,4,0
5,1,5,4,0,0,0,1,0,9,2247,4,0,0,0,0,4,1
6,1,6,1,1,0,0,0,1,9,2247,4,12,3.49,1,0,4,0
6,1,6,2,0,1,0,0,0,9,2247,4,25,3.49,1,0,4,0
6,1,6,3,0,0,1,0,0,9,2247,4,25,2.49,1,1,4,0
6,1,6,4,0,0,0,1,0,9,2247,4,0,0,0,0,4,1
13,3,1,1,1,0,0,0,0,10,2248,4,25,3.49,1,0,4,0
13,3,1,2,0,1,0,0,1,10,2248,4,25,2.99,1,1,4,0
13,3,1,3,0,0,1,0,0,10,2248,4,25,2.49,1,0,4,0
13,3,1,4,0,0,0,1,0,10,2248,4,0,0,0,0,4,1
14,3,2,1,1,0,0,0,0,10,2248,4,25,2.99,0,0,4,0
14,3,2,2,0,1,0,0,0,10,2248,4,12,3.49,1,0,4,0
14,3,2,3,0,0,1,0,1,10,2248,4,12,2.49,0,0,4,0
14,3,2,4,0,0,0,1,0,10,2248,4,0,0,0,0,4,1
15,3,3,1,1,0,0,0,1,9,2248,4,12,3.49,1,1,4,0
15,3,3,2,0,1,0,0,0,9,2248,4,25,2.49,1,1,4,0
15,3,3,3,0,0,1,0,0,9,2248,4,25,2.99,0,1,4,0
15,3,3,4,0,0,0,1,0,9,2248,4,0,0,0,0,4,1
16,3,4,1,1,0,0,0,0,6,2248,4,12,2.99,1,0,4,0
16,3,4,2,0,1,0,0,0,6,2248,4,12,3.49,0,1,4,0
16,3,4,3,0,0,1,0,1,6,2248,4,12,2.49,0,0,4,0
16,3,4,4,0,0,0,1,0,6,2248,4,0,0,0,0,4,1
17,3,5,1,1,0,0,0,0,9,2248,4,25,2.49,1,1,4,0
17,3,5,2,0,1,0,0,0,9,2248,4,25,3.49,0,0,4,0
17,3,5,3,0,0,1,0,1,9,2248,4,12,2.99,1,1,4,0
17,3,5,4,0,0,0,1,0,9,2248,4,0,0,0,0,4,1
18,3,6,1,1,0,0,0,1,8,2248,4,12,2.99,0,1,4,0
18,3,6,2,0,1,0,0,0,8,2248,4,25,2.49,0,0,4,0
18,3,6,3,0,0,1,0,0,8,2248,4,25,3.49,1,0,4,0
18,3,6,4,0,0,0,1,0,8,2248,4,0,0,0,0,4,1
1,1,1,1,1,0,0,0,0,4,2249,4,25,3.49,0,1,4,0
1,1,1,2,0,1,0,0,1,4,2249,4,12,2.99,0,1,4,0
1,1,1,3,0,0,1,0,0,4,2249,4,25,2.49,0,1,4,0
1,1,1,4,0,0,0,1,0,4,2249,4,0,0,0,0,4,1
2,1,2,1,1,0,0,0,1,6,2249,4,12,3.49,0,0,4,0
2,1,2,2,0,1,0,0,0,6,2249,4,25,3.49,1,1,4,0
2,1,2,3,0,0,1,0,0,6,2249,4,12,2.49,1,1,4,0
2,1,2,4,0,0,0,1,0,6,2249,4,0,0,0,0,4,1
3,1,3,1,1,0,0,0,1,6,2249,4,25,2.99,0,1,4,0
3,1,3,2,0,1,0,0,0,6,2249,4,25,2.49,1,0,4,0
3,1,3,3,0,0,1,0,0,6,2249,4,25,2.99,0,0,4,0
3,1,3,4,0,0,0,1,0,6,2249,4,0,0,0,0,4,1
4,1,4,1,1,0,0,0,0,6,2249,4,12,2.49,1,0,4,0
4,1,4,2,0,1,0,0,0,6,2249,4,25,2.99,0,0,4,0
4,1,4,3,0,0,1,0,1,6,2249,4,12,3.49,0,0,4,0
4,1,4,4,0,0,0,1,0,6,2249,4,0,0,0,0,4,1
5,1,5,1,1,0,0,0,0,6,2249,4,25,2.49,1,1,4,0
5,1,5,2,0,1,0,0,1,6,2249,4,12,3.49,1,1,4,0
5,1,5,3,0,0,1,0,0,6,2249,4,12,2.99,1,0,4,0
5,1,5,4,0,0,0,1,0,6,2249,4,0,0,0,0,4,1
6,1,6,1,1,0,0,0,1,7,2249,4,12,3.49,1,0,4,0
6,1,6,2,0,1,0,0,0,7,2249,4,25,3.49,1,0,4,0
6,1,6,3,0,0,1,0,0,7,2249,4,25,2.49,1,1,4,0
6,1,6,4,0,0,0,1,0,7,2249,4,0,0,0,0,4,1
1,1,1,1,1,0,0,0,0,10,22410,4,25,3.49,0,1,4,0
1,1,1,2,0,1,0,0,0,10,22410,4,12,2.99,0,1,4,0
1,1,1,3,0,0,1,0,1,10,22410,4,25,2.49,0,1,4,0
1,1,1,4,0,0,0,1,0,10,22410,4,0,0,0,0,4,1
2,1,2,1,1,0,0,0,0,10,22410,4,12,3.49,0,0,4,0
2,1,2,2,0,1,0,0,0,10,22410,4,25,3.49,1,1,4,0
2,1,2,3,0,0,1,0,1,10,22410,4,12,2.49,1,1,4,0
2,1,2,4,0,0,0,1,0,10,22410,4,0,0,0,0,4,1
3,1,3,1,1,0,0,0,1,10,22410,4,25,2.99,0,1,4,0
3,1,3,2,0,1,0,0,0,10,22410,4,25,2.49,1,0,4,0
3,1,3,3,0,0,1,0,0,10,22410,4,25,2.99,0,0,4,0
3,1,3,4,0,0,0,1,0,10,22410,4,0,0,0,0,4,1
4,1,4,1,1,0,0,0,1,10,22410,4,12,2.49,1,0,4,0
4,1,4,2,0,1,0,0,0,10,22410,4,25,2.99,0,0,4,0
4,1,4,3,0,0,1,0,0,10,22410,4,12,3.49,0,0,4,0
4,1,4,4,0,0,0,1,0,10,22410,4,0,0,0,0,4,1
5,1,5,1,1,0,0,0,1,10,22410,4,25,2.49,1,1,4,0
5,1,5,2,0,1,0,0,0,10,22410,4,12,3.49,1,1,4,0
5,1,5,3,0,0,1,0,0,10,22410,4,12,2.99,1,0,4,0
5,1,5,4,0,0,0,1,0,10,22410,4,0,0,0,0,4,1
6,1,6,1,1,0,0,0,0,10,22410,4,12,3.49,1,0,4,0
6,1,6,2,0,1,0,0,0,10,22410,4,25,3.49,1,0,4,0
6,1,6,3,0,0,1,0,1,10,22410,4,25,2.49,1,1,4,0
6,1,6,4,0,0,0,1,0,10,22410,4,0,0,0,0,4,1
1,1,1,1,1,0,0,0,1,5,22411,4,25,3.49,0,1,4,0
1,1,1,2,0,1,0,0,0,5,22411,4,12,2.99,0,1,4,0
1,1,1,3,0,0,1,0,0,5,22411,4,25,2.49,0,1,4,0
1,1,1,4,0,0,0,1,0,5,22411,4,0,0,0,0,4,1
2,1,2,1,1,0,0,0,0,5,22411,4,12,3.49,0,0,4,0
2,1,2,2,0,1,0,0,0,5,22411,4,25,3.49,1,1,4,0
2,1,2,3,0,0,1,0,1,5,22411,4,12,2.49,1,1,4,0
2,1,2,4,0,0,0,1,0,5,22411,4,0,0,0,0,4,1
3,1,3,1,1,0,0,0,1,5,22411,4,25,2.99,0,1,4,0
3,1,3,2,0,1,0,0,0,5,22411,4,25,2.49,1,0,4,0
3,1,3,3,0,0,1,0,0,5,22411,4,25,2.99,0,0,4,0
3,1,3,4,0,0,0,1,0,5,22411,4,0,0,0,0,4,1
4,1,4,1,1,0,0,0,0,5,22411,4,12,2.49,1,0,4,0
4,1,4,2,0,1,0,0,0,5,22411,4,25,2.99,0,0,4,0
4,1,4,3,0,0,1,0,1,5,22411,4,12,3.49,0,0,4,0
4,1,4,4,0,0,0,1,0,5,22411,4,0,0,0,0,4,1
5,1,5,1,1,0,0,0,1,5,22411,4,25,2.49,1,1,4,0
5,1,5,2,0,1,0,0,0,5,22411,4,12,3.49,1,1,4,0
5,1,5,3,0,0,1,0,0,5,22411,4,12,2.99,1,0,4,0
5,1,5,4,0,0,0,1,0,5,22411,4,0,0,0,0,4,1
6,1,6,1,1,0,0,0,0,5,22411,4,12,3.49,1,0,4,0
6,1,6,2,0,1,0,0,0,5,22411,4,25,3.49,1,0,4,0
6,1,6,3,0,0,1,0,1,5,22411,4,25,2.49,1,1,4,0
6,1,6,4,0,0,0,1,0,5,22411,4,0,0,0,0,4,1
7,2,1,1,1,0,0,0,0,10,22412,4,25,2.49,0,0,4,0
7,2,1,2,0,1,0,0,0,10,22412,4,12,2.49,0,0,4,0
7,2,1,3,0,0,1,0,1,10,22412,4,12,3.49,1,1,4,0
7,2,1,4,0,0,0,1,0,10,22412,4,0,0,0,0,4,1
8,2,2,1,1,0,0,0,0,10,22412,4,25,3.49,1,1,4,0
8,2,2,2,0,1,0,0,0,10,22412,4,12,2.49,1,0,4,0
8,2,2,3,0,0,1,0,0,10,22412,4,25,2.99,0,1,4,0
8,2,2,4,0,0,0,1,1,10,22412,4,0,0,0,0,4,1
9,2,3,1,1,0,0,0,0,7,22412,4,25,2.99,1,0,4,0
9,2,3,2,0,1,0,0,1,7,22412,4,25,2.99,0,1,4,0
9,2,3,3,0,0,1,0,0,7,22412,4,25,3.49,0,1,4,0
9,2,3,4,0,0,0,1,0,7,22412,4,0,0,0,0,4,1
10,2,4,1,1,0,0,0,1,9,22412,4,12,2.49,0,1,4,0
10,2,4,2,0,1,0,0,0,9,22412,4,12,2.99,1,0,4,0
10,2,4,3,0,0,1,0,0,9,22412,4,12,3.49,0,1,4,0
10,2,4,4,0,0,0,1,0,9,22412,4,0,0,0,0,4,1
11,2,5,1,1,0,0,0,0,10,22412,4,12,2.49,0,0,4,0
11,2,5,2,0,1,0,0,0,10,22412,4,12,3.49,0,0,4,0
11,2,5,3,0,0,1,0,0,10,22412,4,25,2.49,1,0,4,0
11,2,5,4,0,0,0,1,1,10,22412,4,0,0,0,0,4,1
12,2,6,1,1,0,0,0,0,8,22412,4,12,2.49,1,1,4,0
12,2,6,2,0,1,0,0,1,8,22412,4,12,2.49,0,1,4,0
12,2,6,3,0,0,1,0,0,8,22412,4,25,3.49,1,0,4,0
12,2,6,4,0,0,0,1,0,8,22412,4,0,0,0,0,4,1
7,2,1,1,1,0,0,0,0,10,22413,4,25,2.49,0,0,4,0
7,2,1,2,0,1,0,0,0,10,22413,4,12,2.49,0,0,4,0
7,2,1,3,0,0,1,0,1,10,22413,4,12,3.49,1,1,4,0
7,2,1,4,0,0,0,1,0,10,22413,4,0,0,0,0,4,1
8,2,2,1,1,0,0,0,0,10,22413,4,25,3.49,1,1,4,0
8,2,2,2,0,1,0,0,0,10,22413,4,12,2.49,1,0,4,0
8,2,2,3,0,0,1,0,1,10,22413,4,25,2.99,0,1,4,0
8,2,2,4,0,0,0,1,0,10,22413,4,0,0,0,0,4,1
9,2,3,1,1,0,0,0,0,10,22413,4,25,2.99,1,0,4,0
9,2,3,2,0,1,0,0,1,10,22413,4,25,2.99,0,1,4,0
9,2,3,3,0,0,1,0,0,10,22413,4,25,3.49,0,1,4,0
9,2,3,4,0,0,0,1,0,10,22413,4,0,0,0,0,4,1
10,2,4,1,1,0,0,0,1,10,22413,4,12,2.49,0,1,4,0
10,2,4,2,0,1,0,0,0,10,22413,4,12,2.99,1,0,4,0
10,2,4,3,0,0,1,0,0,10,22413,4,12,3.49,0,1,4,0
10,2,4,4,0,0,0,1,0,10,22413,4,0,0,0,0,4,1
11,2,5,1,1,0,0,0,1,10,22413,4,12,2.49,0,0,4,0
11,2,5,2,0,1,0,0,0,10,22413,4,12,3.49,0,0,4,0
11,2,5,3,0,0,1,0,0,10,22413,4,25,2.49,1,0,4,0
11,2,5,4,0,0,0,1,0,10,22413,4,0,0,0,0,4,1
12,2,6,1,1,0,0,0,0,10,22413,4,12,2.49,1,1,4,0
12,2,6,2,0,1,0,0,1,10,22413,4,12,2.49,0,1,4,0
12,2,6,3,0,0,1,0,0,10,22413,4,25,3.49,1,0,4,0
12,2,6,4,0,0,0,1,0,10,22413,4,0,0,0,0,4,1
7,2,1,1,1,0,0,0,0,8,22414,4,25,2.49,0,0,4,0
7,2,1,2,0,1,0,0,0,8,22414,4,12,2.49,0,0,4,0
7,2,1,3,0,0,1,0,1,8,22414,4,12,3.49,1,1,4,0
7,2,1,4,0,0,0,1,0,8,22414,4,0,0,0,0,4,1
8,2,2,1,1,0,0,0,0,8,22414,4,25,3.49,1,1,4,0
8,2,2,2,0,1,0,0,1,8,22414,4,12,2.49,1,0,4,0
8,2,2,3,0,0,1,0,0,8,22414,4,25,2.99,0,1,4,0
8,2,2,4,0,0,0,1,0,8,22414,4,0,0,0,0,4,1
9,2,3,1,1,0,0,0,0,9,22414,4,25,2.99,1,0,4,0
9,2,3,2,0,1,0,0,0,9,22414,4,25,2.99,0,1,4,0
9,2,3,3,0,0,1,0,0,9,22414,4,25,3.49,0,1,4,0
9,2,3,4,0,0,0,1,1,9,22414,4,0,0,0,0,4,1
10,2,4,1,1,0,0,0,1,8,22414,4,12,2.49,0,1,4,0
10,2,4,2,0,1,0,0,0,8,22414,4,12,2.99,1,0,4,0
10,2,4,3,0,0,1,0,0,8,22414,4,12,3.49,0,1,4,0
10,2,4,4,0,0,0,1,0,8,22414,4,0,0,0,0,4,1
11,2,5,1,1,0,0,0,1,8,22414,4,12,2.49,0,0,4,0
11,2,5,2,0,1,0,0,0,8,22414,4,12,3.49,0,0,4,0
11,2,5,3,0,0,1,0,0,8,22414,4,25,2.49,1,0,4,0
11,2,5,4,0,0,0,1,0,8,22414,4,0,0,0,0,4,1
12,2,6,1,1,0,0,0,0,7,22414,4,12,2.49,1,1,4,0
12,2,6,2,0,1,0,0,1,7,22414,4,12,2.49,0,1,4,0
12,2,6,3,0,0,1,0,0,7,22414,4,25,3.49,1,0,4,0
12,2,6,4,0,0,0,1,0,7,22414,4,0,0,0,0,4,1
7,2,1,1,1,0,0,0,0,7,22415,4,25,2.49,0,0,4,0
7,2,1,2,0,1,0,0,1,7,22415,4,12,2.49,0,0,4,0
7,2,1,3,0,0,1,0,0,7,22415,4,12,3.49,1,1,4,0
7,2,1,4,0,0,0,1,0,7,22415,4,0,0,0,0,4,1
8,2,2,1,1,0,0,0,0,6,22415,4,25,3.49,1,1,4,0
8,2,2,2,0,1,0,0,1,6,22415,4,12,2.49,1,0,4,0
8,2,2,3,0,0,1,0,0,6,22415,4,25,2.99,0,1,4,0
8,2,2,4,0,0,0,1,0,6,22415,4,0,0,0,0,4,1
9,2,3,1,1,0,0,0,0,7,22415,4,25,2.99,1,0,4,0
9,2,3,2,0,1,0,0,1,7,22415,4,25,2.99,0,1,4,0
9,2,3,3,0,0,1,0,0,7,22415,4,25,3.49,0,1,4,0
9,2,3,4,0,0,0,1,0,7,22415,4,0,0,0,0,4,1
10,2,4,1,1,0,0,0,1,7,22415,4,12,2.49,0,1,4,0
10,2,4,2,0,1,0,0,0,7,22415,4,12,2.99,1,0,4,0
10,2,4,3,0,0,1,0,0,7,22415,4,12,3.49,0,1,4,0
10,2,4,4,0,0,0,1,0,7,22415,4,0,0,0,0,4,1
11,2,5,1,1,0,0,0,1,7,22415,4,12,2.49,0,0,4,0
11,2,5,2,0,1,0,0,0,7,22415,4,12,3.49,0,0,4,0
11,2,5,3,0,0,1,0,0,7,22415,4,25,2.49,1,0,4,0
11,2,5,4,0,0,0,1,0,7,22415,4,0,0,0,0,4,1
12,2,6,1,1,0,0,0,0,7,22415,4,12,2.49,1,1,4,0
12,2,6,2,0,1,0,0,1,7,22415,4,12,2.49,0,1,4,0
12,2,6,3,0,0,1,0,0,7,22415,4,25,3.49,1,0,4,0
